id,filename,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,centroid_1,bandwidth_1,rolloff_1,zcr_1
0799,0799_Fragmented Echo.mp3,[143.5546875],-117.10181,75.953125,-17.839428,21.821318,12.720884,10.003481,7.350105,7.3635798,4.5116677,10.561927,2.1635416,4.421215,-2.0915504,0.10663947,0.03605576,-0.026683979,0.008531037,-0.004274806,-0.0033804819,0.0030648052,-0.003360936,0.0018808441,5.189192e-06,-0.0032645913,4.7506637e-05,-0.0015495451,0.4074295,0.2838043,0.20827296,0.19799247,0.19819354,0.23461731,0.7345932,0.3081144,0.20857535,0.21848595,0.3070319,0.787548,2538.964607394146,2500.7428443873687,5358.797481142241,0.10866607493244981
1265,1265_Open Doors.mp3,[123.046875],-153.66321,78.16829,27.194407,20.511358,13.715389,8.815478,2.3915157,3.5425422,-4.0223017,4.3982882,-3.90796,1.5607488,-5.285244,0.13931175,0.038516246,0.01672681,0.01883627,0.00885598,0.012610068,0.0044583417,0.0027212605,0.001995198,0.002446265,-0.00028276257,-0.0013702777,-0.002506222,0.14628543,0.21261968,0.4554774,0.18370754,0.35492492,0.18702765,0.3549125,0.39005098,0.21974374,0.4308034,0.18453471,0.31640285,2512.6810681097954,2821.1005446946992,5798.142357775114,0.09003492441267878
0060,0060_Awakening(1).mp3,[123.046875],-173.0903,91.57509,24.649574,17.128395,15.621719,7.717482,5.7778177,-1.1357049,5.281446,3.3668778,-3.4086547,4.1561046,-4.7110124,-0.00086988154,-0.0075134872,0.0045911088,0.006055724,0.008124309,0.0049155583,0.006628134,0.004867882,0.0052255625,0.003265425,0.005506226,0.002165449,0.004325948,0.2792837,0.08336256,0.29926664,0.08177926,0.30188602,0.16644906,0.080295496,0.2113751,0.08880457,0.40946972,0.07981605,0.15080255,2181.9955655707013,2484.8548122509515,5068.492485816966,0.06953386978072074
1626,1626_Signal(7).mp3,[135.99917763],-146.47906,77.870674,21.931004,13.713758,12.3507185,6.040686,8.820682,2.232887,1.1092564,7.274396,-2.191644,7.1896706,0.5007395,0.0012894716,0.0068338485,-0.008877588,0.0017806632,0.00019497951,-0.0011237048,0.0020208214,7.0808586e-05,0.001471477,0.0029747868,0.0019856312,0.0006076766,0.0006581858,0.14153028,0.22156546,0.6161524,0.17825909,0.18072237,0.17436048,0.15728177,0.31005296,0.17089847,0.35739475,0.27082264,0.11248629,2520.1241511871667,2717.466013003997,5784.729037924284,0.09141385915380114
0356,0356_Crystal Rise.mp3,[143.5546875],-176.89592,108.62419,31.274189,19.844694,19.006916,3.602814,5.7729797,-2.985023,3.1442187,5.5820694,-2.783501,-0.9648382,-7.015335,0.062737375,0.0047266083,-0.0019122617,0.0031576066,0.00013384229,0.0009504486,0.0016646822,0.0018741409,0.0023750316,0.002526302,0.00032679996,0.0008032774,-0.0010996542,0.35953104,0.1531125,0.35525525,0.14706156,0.3671622,0.11895025,0.24353549,0.4451678,0.13664022,0.1836654,0.11603595,0.32268286,2017.51455061645,2506.185999221207,4680.704850560945,0.06648003142529509
0607,0607_Endless Chase.mp3,[117.45383523],-109.826035,62.738937,20.658035,23.233742,14.812845,9.602004,4.1279907,5.0091915,4.1413803,9.110598,1.0311859,2.9942172,-2.436848,0.07289319,0.001937281,-0.008127136,-0.006991609,0.002049457,0.005534529,0.0063505676,0.0065140547,0.0020727545,0.0043918826,0.00011144285,0.0072562112,0.0023243413,0.32431203,0.4230219,0.20990404,0.3837248,0.23788932,0.47072977,0.19116257,0.24348696,0.2721322,0.20302872,0.38072056,0.1832242,2926.472385198725,2952.2805354634315,6674.145456235311,0.10157508483416076
2121,2121_Wave Rider.mp3,[184.5703125],-118.62442,71.283966,-1.1722083,35.557766,15.469702,9.978491,4.8115335,2.3130102,2.418552,7.6285796,-1.9115674,5.231205,-2.2236502,0.043222804,0.0140721025,-0.00030068893,0.002336776,0.0003741486,0.00077882945,-0.0009768928,-0.00063819956,-0.004058248,-0.003361287,-0.0020165131,-0.0017811054,-0.0032824713,0.32054538,0.4778588,0.2687402,0.2959734,0.5085729,0.24309775,0.3579467,0.22554916,0.33887714,0.32011837,0.27360353,0.47952738,2676.986373401239,2567.0260084998004,5644.587554950832,0.11156130370786693
1454,1454_Resonance(1).mp3,[89.10290948],-144.13666,47.86249,3.0025117,21.542116,14.25872,4.9992924,8.983964,3.3241026,8.362986,7.953594,-0.59116316,4.296914,-0.5796023,-0.0046658213,0.0035672793,-0.011828018,-0.003880118,-3.231747e-05,-0.0031570997,-0.0034104753,-0.00020390896,-0.005052694,-0.005087524,0.000435528,-0.0029864744,-0.0016422604,0.1429534,0.20214733,0.24380504,0.68563586,0.3235449,0.19179793,0.17700711,0.16183913,0.22861873,0.15003212,0.39889768,0.20007372,2841.033209451352,2604.1544654701133,5843.904642225739,0.11924537863187308
1471,1471_Return(2).mp3,[123.046875],-117.97794,91.616,-0.95139605,22.764145,10.872486,7.1032534,-0.0028563738,4.887904,-1.2997947,6.7812805,0.083660424,2.4023376,-2.1349995,0.09737799,-0.00044238614,0.0041373884,0.005505506,0.0041915146,0.003655315,0.0006467486,-8.332264e-05,-0.0007551694,0.00016507553,-0.00044401502,-4.784204e-06,-0.00085059693,0.16340795,0.3730651,0.17772274,0.3374772,0.4366032,0.18867636,0.3861062,0.15703398,0.3306613,0.25624892,0.20193763,0.4217717,2408.948414253704,2456.185651098113,5024.598333845569,0.11276151232045235
0504,0504_Echoes(20).mp3,[86.1328125],-128.01944,74.15765,6.0992446,16.165405,16.222284,0.08078852,-1.0834891,3.5495338,-3.2999783,8.935267,-2.7565627,3.2462716,-6.764687,0.1444013,0.033760805,-0.016047474,0.016395101,0.00017733211,0.0029304377,0.00048657565,-0.00056557864,0.0018942915,-0.0042857253,0.0051391223,0.0012536271,-0.005280197,0.12753187,0.38061887,0.112339914,0.22942492,0.39142945,0.10142566,0.19301681,0.11704241,0.2323053,0.24995132,0.14921959,0.46525687,2784.02004041869,2776.452746973134,6204.637376099147,0.11460811272039355
0400,0400_Deaf to Love.mp3,[89.10290948],-173.22192,55.332294,18.394875,10.058515,13.101449,-2.286272,9.548583,-3.3139908,3.4887397,9.717631,-6.4965887,2.1877038,-5.2495008,0.0004915363,0.0035595743,-0.013334633,0.002706964,-0.0008279163,-0.0017643746,0.002147595,0.00019531314,0.0025612784,0.0029019637,-2.3642331e-05,-0.001667804,0.0005353321,0.17020212,0.19799156,0.2417412,0.53010213,0.21826541,0.23134305,0.22603928,0.2079383,0.38249213,0.24548109,0.38879892,0.27360153,2827.0570755512067,2771.30013900866,6271.501436230134,0.10875538514043448
0956,0956_Herald.mp3,[143.5546875],-148.58713,91.924805,23.408947,16.015356,9.824907,6.63962,8.55845,5.124649,-3.0026586,14.045472,-1.610972,6.8061247,-2.6011317,0.059618168,0.027851045,-0.004847282,-0.0034154395,0.0036858476,0.0007904012,-0.0013510949,-0.0005707036,0.0029485628,-0.0014350467,0.0001823762,0.003673206,0.002894154,0.0921504,0.1088133,0.52125,0.08979664,0.13298948,0.18568532,0.086940125,0.24202108,0.08333608,0.34231824,0.32567567,0.071408845,2344.410740339923,2656.030085357843,5330.920366421365,0.0850698998426144
0204,0204_Breathless Battle(2).mp3,[99.38401442],-75.39848,43.21596,-0.33765465,22.283041,11.531917,12.57618,5.7507067,12.472915,4.555562,9.36781,1.9470859,6.219246,-2.080571,0.16748872,0.025410047,-0.0069514057,0.0031066518,-0.0064022974,-0.00081206555,-0.0022701593,0.0013119536,-0.0047464706,0.0007724236,0.003265791,0.003827201,-0.0030417205,0.5007161,0.58827794,0.39971933,0.31351334,0.29936406,0.33883455,0.44488364,0.3127172,0.31737268,0.24297337,0.26395068,0.31890815,3324.701738550423,2990.506818632512,7120.04411790722,0.12739895873605434
0707,0707_Fade Away(2).mp3,[135.99917763],-220.36134,86.4372,38.023605,22.48812,22.783901,2.3483465,15.048207,-5.988635,0.14839935,3.8617713,-14.118162,-2.2408035,-10.298786,0.03033736,0.009989738,0.0048935907,0.0057988297,0.0045202556,0.002725552,0.0029000556,0.0004645079,2.046417e-05,0.0020758777,-0.00046354547,0.001342789,-0.00086173223,0.34929192,0.06397469,0.083539106,0.07636184,0.30911037,0.06337177,0.15972616,0.19094998,0.07338534,0.28394076,0.09054087,0.41114336,2154.5799079023864,2612.7145354920426,4828.511178914004,0.07210074322910438
1096,1096_Lost Home.mp3,[172.265625],-142.16223,78.37617,17.683002,28.968714,14.858619,10.897199,5.981528,7.0518837,0.09086336,10.939342,-1.4495541,5.7414904,2.124658,0.01184555,-0.018119765,0.00468128,0.011363604,0.0016513113,0.005522505,0.008791218,0.0046502445,0.0012700422,0.00020998402,0.0008182586,0.0005690807,-0.0019633058,0.14665675,0.26250124,0.3619575,0.17573,0.24214964,0.20155832,0.414079,0.24326536,0.23967302,0.40019673,0.18413866,0.31991526,2172.753250747752,2280.3859612205642,4560.34183813502,0.08128998265496586
1118,1118_Mainframe.mp3,[143.5546875],-89.96518,56.23201,12.044276,16.41391,12.0544195,11.140426,3.8890524,7.3852496,4.0745816,8.854072,1.9660231,5.871569,0.612253,0.085695446,-0.0006424534,-0.0029227138,-0.009414028,-0.007618255,-0.009638747,-0.0035855796,-0.0065292004,-0.00424865,-0.001826604,-0.0045053926,-0.0069424035,-0.0045866845,0.32603016,0.22600599,0.30143514,0.3236096,0.7253232,0.34671134,0.32965717,0.26258546,0.22228181,0.20367058,0.18573187,0.3670618,3184.995901187425,3069.1903067005524,7090.759256079615,0.11308108360672396
1579,1579_Sealed Black.mp3,[112.34714674],-142.35722,65.44128,8.424883,20.8945,17.733671,8.491522,9.912217,9.620555,6.561433,15.397807,2.8631983,4.837972,-4.5740275,0.00016788127,0.00018476204,0.01037308,-0.0010331505,0.0034625821,0.0028947839,0.000110825415,-0.00017420368,-0.0016630727,-0.0005280167,-0.00038677655,-0.0004811598,-0.001085584,0.33632118,0.12642108,0.10866028,0.13453005,0.5236432,0.119044885,0.22618166,0.17141032,0.09140928,0.106993906,0.104922704,0.3789899,2607.910033594772,2750.5989622903417,5956.479966202285,0.0867500748605875
0704,0704_Facade(2).mp3,[161.49902344],-158.08125,74.75511,-3.8868706,16.482174,1.5110857,0.12899983,-3.3736365,-1.7732565,-8.3706,0.47799772,-6.159076,-1.3476492,-7.1025467,0.03865798,6.8489e-05,0.0101156905,0.0069287242,0.0033702108,0.006768961,0.0015169762,0.0009245365,0.0006726824,0.0005055885,0.0012590911,0.0010203328,-0.0010574742,0.20114419,0.2161765,0.64315814,0.20709497,0.2169047,0.31793204,0.15954722,0.21563715,0.1932266,0.4135534,0.13137196,0.1258413,2383.4587019710834,2415.801077713742,5052.953996626704,0.09768910989500185
0545,0545_Elevate.mp3,[123.046875],-143.48087,86.98681,29.797817,17.85867,14.520579,8.775931,10.294687,3.1753552,6.4124303,9.012039,-0.3839389,0.6540572,-2.8884194,0.0155373495,-0.011368141,0.0037003232,-4.1246414e-05,-0.00014914485,0.0019405645,0.00014035506,0.00042197868,-0.002458435,8.6012275e-05,-0.0010345066,-0.0005651702,0.00045974553,0.38946638,0.24238123,0.42459893,0.17892961,0.18278702,0.16901185,0.216611,0.43133664,0.22304013,0.39840087,0.2672664,0.2011519,2421.1045096918624,2829.1626767978855,5834.966198322514,0.0708296814342579
0634,0634_Esencia.mp3,[99.38401442],-130.25505,68.29651,13.842596,11.864819,17.973677,4.4316835,2.751403,6.053719,-0.22069737,8.344752,-2.7989597,3.9538257,-2.4420993,0.041332114,0.012459715,-0.0069017163,-0.001424078,-0.00049447105,-0.001425103,-0.00041261324,5.0829836e-05,-0.0024476575,-0.0049298876,-0.0021683034,-0.0012016593,-0.0003488979,0.31537023,0.2696138,0.36771217,0.33131316,0.61368537,0.35356537,0.44770646,0.49113736,0.3671932,0.37216684,0.33526507,0.539876,2790.6680874788967,2937.3727583736413,6486.86197408358,0.10417408797236102
1946,1946_Timeless Brew.mp3,[143.5546875],-213.4597,84.13683,20.232813,14.628678,12.257621,3.5047898,-0.72372043,-4.17615,-3.4870627,-1.329845,-7.2106023,-3.5546112,-3.4757664,0.043835036,0.0045208256,-0.008632302,-0.00259718,-0.0049753804,0.0004221012,0.0005499621,0.001674053,0.00073187053,0.001003463,0.0015063266,1.1723737e-05,-0.00039112344,0.24799742,0.21927749,0.49079445,0.22670883,0.38092354,0.18706883,0.10916732,0.151391,0.15712564,0.39710495,0.19042508,0.28424758,2239.5294445280188,2363.963650014079,4840.792618936567,0.08427316023057423
0910,0910_Hand in Hand.mp3,[129.19921875],-130.70912,67.164055,11.124118,22.099464,17.96256,15.406275,6.0825872,3.4245338,-1.5735081,3.0116172,-5.477566,-1.6821994,-8.162963,0.2649817,0.052533258,-0.018294403,0.0146057205,0.008809886,0.021141691,0.0092462795,0.007444507,0.008743697,0.011013483,0.0036102512,-0.00083393464,-0.008528241,0.29892224,0.122148044,0.49053296,0.106727645,0.1517372,0.10432625,0.18637751,0.5672709,0.12953722,0.1620753,0.08849157,0.23482381,2626.5614011102384,2816.8047904637974,5945.859399073028,0.09392961153622295
2074,2074_Uplift(1).mp3,[89.10290948],-178.18973,107.04692,25.871647,30.177526,17.039112,7.821088,5.391486,1.0959271,-1.5932591,4.174592,-5.165349,-1.5652139,-9.883453,0.02669597,0.010187151,-0.0032947543,0.0010951975,0.00015591881,0.0011743526,0.0005299616,-0.0019017867,-0.0010207061,0.00015780237,-0.0002800723,0.00012740493,0.0009196786,0.08142825,0.26413402,0.055032466,0.14757979,0.316236,0.060456485,0.15399797,0.06891331,0.19214943,0.39199123,0.11454799,0.49845704,1764.06192747105,2357.039715840562,3792.0296581292296,0.0596487351626612
1978,1978_Today I Fly.mp3,[143.5546875],-167.42818,99.270905,16.935646,17.086977,12.061709,2.1113844,5.228425,3.3094637,-2.1469688,8.614129,-6.4940963,2.4685078,-1.5136242,0.14662105,0.08197739,-0.028197218,-0.00958134,0.006428198,0.004328526,-0.00027406542,-0.0056686644,-0.008938596,-0.006741523,-0.0024940502,-3.6560134e-05,-0.004300698,0.29748926,0.10081439,0.22381626,0.12776434,0.3748821,0.42522722,0.14327115,0.28406084,0.12501577,0.38624716,0.094011486,0.18536061,2138.7118601953907,2313.0346924875803,4508.085997467552,0.09201627143809701
1676,1676_Snapshot.mp3,[99.38401442],-117.75528,58.794342,14.316319,15.452597,13.450812,6.214704,4.654818,5.413135,-3.384603,9.446977,-4.301972,0.56687677,-3.4799936,0.08121596,0.015621154,-0.004462098,0.0036075786,8.380258e-06,-0.0024800105,-0.003669502,-0.0032521016,-0.002456402,-0.00094471686,-0.0017884002,-0.00034657418,-0.0027924238,0.33152896,0.17359622,0.49884838,0.19604267,0.4023847,0.17941615,0.2476774,0.4887151,0.20290579,0.29718682,0.17519319,0.26827896,3123.334709090548,2982.8871472383416,6853.540637506253,0.13772405408433383
0373,0373_Dance Free(1).mp3,[117.45383523],-123.39165,71.495674,13.852052,21.285122,7.590844,8.515052,2.7594779,6.6718874,1.2348775,9.1565275,-1.3686522,2.2985237,-4.80569,0.042209677,0.014487796,0.0023252259,0.0041573886,0.0039731585,0.006252993,0.0025983583,0.0022580016,-0.00057545817,0.00579684,0.001445034,0.004026872,-0.0008119855,0.37187544,0.29080784,0.5463604,0.23945548,0.28980932,0.32072118,0.2513213,0.40417752,0.2934388,0.43607435,0.43093663,0.31429696,2658.674606984793,2765.1434703837735,5836.993795192294,0.1059766176405717
0514,0514_Echoes(3).mp3,[161.49902344],-151.12166,61.56925,1.0627261,24.80416,18.57363,8.404476,7.4663434,7.9739747,3.6186616,9.333134,-1.0515792,5.7548637,-2.0554607,0.018282136,0.0029414496,-0.007199972,0.0010623479,-0.004288375,-0.0017001278,0.0026853515,0.0009594047,-0.0035488405,-0.0026803464,-0.00230888,-0.002255615,-0.00063752086,0.34937274,0.20026113,0.1837386,0.20610698,0.27139184,0.18784237,0.36961478,0.25068936,0.15570888,0.15862884,0.26146612,0.6487004,2749.6018720628144,2729.6190997549024,6000.738218916224,0.10467717040273557
0157,0157_Break Free(2).mp3,[95.703125],-93.76218,63.31033,-11.256168,25.189184,10.723676,13.882692,7.0180283,10.78058,3.6062064,12.83893,0.5971501,5.321102,-3.1759508,0.18620986,-3.9081584e-05,-0.020537017,0.003857726,3.325165e-05,0.0038533653,0.0071678837,0.0014791632,0.007985067,0.013004838,0.011019645,0.013137156,0.006676126,0.37374666,0.22703066,0.2842568,0.30384797,0.6476634,0.28084722,0.31147677,0.3319263,0.22528042,0.2073693,0.20858301,0.45367998,2810.6974345359954,2676.8127224011705,5950.941898258588,0.12008831542317945
1787,1787_Steel Crown.mp3,[99.38401442],-78.79513,63.936882,-7.3255663,22.47963,7.70704,12.757576,4.3828263,12.953489,3.341388,10.60934,2.766853,6.774544,-2.3223479,0.13843885,0.0358891,-0.013624426,0.0076526115,-0.0073205065,0.0034842065,-0.0047862465,-0.005049117,-0.0018131572,-0.0037069777,0.0019633279,-0.00026277936,-0.004102804,0.47819468,0.6375869,0.40242866,0.3879062,0.40478525,0.29361632,0.3596292,0.3645056,0.6293069,0.39555463,0.33261693,0.39132303,2876.718752784938,2727.874729235111,6105.764963817497,0.12104969370168454
1065,1065_Levántate.mp3,[107.66601562],-121.85038,61.960434,8.531665,17.605442,6.182758,4.775618,1.4756765,5.493038,-3.316784,7.9744205,-2.155764,0.7686735,-5.0611567,0.0033402191,0.0046880706,0.0009194191,0.000853901,-0.00042588223,-0.0004071725,-7.8875884e-05,0.0024009668,0.0009604815,0.0019108347,-0.00080606155,-0.0021967741,-0.0015587776,0.22004227,0.29291654,0.5788412,0.23275626,0.30853936,0.27263424,0.19609119,0.29036036,0.2526566,0.5486987,0.27534884,0.23704289,2943.94453002601,2883.573301511863,6539.972510509328,0.12707642960850504
1121,1121_Marching Fury.mp3,[112.34714674],-57.68853,61.85548,-14.433318,17.447346,6.467548,10.109932,5.443655,11.2776165,2.7859907,11.027686,-0.90373576,5.803424,-0.08592965,0.0999246,0.02489177,-0.0057985107,-0.0133252535,-0.0050301184,-0.010073462,-0.0065370756,-0.009480757,-0.0079930425,-7.44763e-05,-0.0031543223,-0.008886638,-0.0046471665,0.53137475,0.63777256,0.68971276,0.47666886,0.43521652,0.52965707,0.4643605,0.54504675,0.70229095,0.51332164,0.4813187,0.4073177,2997.9953588345693,2749.599489865564,6367.984094699347,0.15194706033827274
0961,0961_Hold On.mp3,[161.49902344],-93.36681,62.980694,-13.89868,21.294292,9.560457,11.327319,4.023157,8.8007145,3.268604,10.173946,0.6937428,4.2237644,-4.3736663,0.07855536,0.0118094515,0.001382695,0.0030181229,0.001991045,0.0023351773,0.00033336936,-2.9879888e-05,-0.0030385926,-0.0020812205,-0.0022937935,-9.352804e-05,-0.0004381478,0.7053207,0.38216496,0.34653243,0.33873147,0.28780162,0.3717171,0.36234635,0.70294976,0.4118254,0.41873667,0.36238763,0.44140553,2814.1437574897227,2688.7600441898285,6019.814570456909,0.11673315474815157
2126,2126_Wear Me Out.mp3,[89.10290948],-101.80922,58.874645,-4.9742355,27.883848,10.17358,10.754002,7.943507,10.877104,4.9780927,10.839445,-0.73738587,2.7721694,-2.7582326,0.30194137,0.08737529,-0.048103657,0.022912446,-0.026942188,0.0069060205,-0.010334398,-0.0010852064,-0.004822069,-0.012310405,-0.0016722386,-0.007602038,-0.005085453,0.2701456,0.31810385,0.21705133,0.34023196,0.25512204,0.4573361,0.37663904,0.27147862,0.29780087,0.28294578,0.50086737,0.23465936,2891.42605377626,2777.506631754844,6258.563552997876,0.11389970126986171
0231,0231_Cafe Reflections.mp3,[143.5546875],-266.59915,100.75315,62.883495,34.642017,30.126215,2.9232886,11.187481,-1.6249375,0.4238589,4.356505,-8.499148,0.20114467,-7.914852,0.050676305,0.017958734,-0.0010521028,-0.007567774,0.0019511221,0.015597379,5.6556517e-05,-0.0041609537,0.0055043185,0.0038755124,0.0025853594,-0.0009389499,-0.0018669377,0.3632442,0.069715515,0.25577813,0.05409691,0.2196077,0.21842977,0.061303522,0.26839846,0.07490771,0.22619285,0.046930406,0.20856982,1730.9543032519264,2407.1338542065055,4028.334180843195,0.0516756166223886
0503,0503_Echoes(2).mp3,[129.19921875],-217.16731,110.921005,35.967373,29.685673,27.598976,14.90599,16.42121,1.669739,9.59305,7.9316077,-1.0603613,2.8625126,-5.072958,0.034646824,-0.0053514023,-0.0068958867,0.0028153658,0.0022624272,0.0029492544,0.005390639,0.0032438945,0.0021289943,0.0022213294,0.0010220276,0.0022285532,-0.00092591235,0.06560219,0.11985159,0.18922426,0.06918245,0.20124836,0.08211726,0.27689442,0.32477757,0.07994767,0.074292034,0.07447372,0.4148296,1444.5466354112696,2052.84590321286,3278.417713182562,0.03301543037556618
2131,2131_Weightless(1).mp3,[95.703125],-177.38025,104.56627,37.459766,16.57076,9.346428,8.946931,-0.75238186,-0.77714,1.2636713,6.089796,4.7844696,7.3928022,0.7683804,0.0052201822,-0.0034111782,-0.0015460297,0.004673867,0.0021095974,0.0037266926,0.0031197777,0.0031729992,0.0012706092,0.0018933999,0.00033573617,0.00014578254,0.0019940648,0.16384208,0.18215017,0.4656494,0.16954675,0.1840742,0.1264826,0.16896449,0.3957147,0.22610064,0.52871436,0.18192227,0.17372274,1776.6261935269886,2191.991984553902,4118.975729373079,0.050329828113205
0694,0694_Everything(1).mp3,[61.5234375],-193.85312,77.242874,37.324574,13.47671,13.502377,-3.6725569,-0.9078004,-3.4268467,-7.4375234,3.6244562,-7.9559913,-6.125361,-12.283799,0.03700028,0.0038112733,0.0022910992,0.0038354706,0.0037022107,-0.001764812,0.0016821366,-0.0006940409,0.001688828,0.0007515475,-0.00089262804,0.0008661622,-0.0022806085,0.17438523,0.35381797,0.08373348,0.1506765,0.21468784,0.11560028,0.36911023,0.1378714,0.25393635,0.28955784,0.12931213,0.24412403,2462.4009579068324,2721.034336993492,5745.247546223879,0.08562926909955942
0786,0786_Flow.mp3,[123.046875],-168.65889,102.94005,38.407898,16.456535,17.046404,6.786437,7.8357472,-2.1958313,4.0818,5.6362767,-0.6007872,2.275644,-0.4953622,0.031217158,-0.021962618,0.0026169166,0.004897596,-0.0026989009,-0.00087575236,-0.0008869986,0.00020128774,-0.0030104562,-0.0027150833,-0.005120339,-0.0003600688,-0.0017161669,0.21048358,0.3076527,0.35862947,0.28583303,0.5079506,0.2707968,0.41549918,0.24774443,0.29466304,0.47176978,0.24177253,0.3783681,2049.9369503263583,2536.82025615182,4862.358830863699,0.06397498708059997
2036,2036_Unedited.mp3,[89.10290948],-126.72838,63.93344,7.3917823,12.7946615,11.801056,7.133017,0.4961972,4.304142,0.21649626,6.110329,-1.2459625,5.460401,-1.5311472,0.024287406,-0.0074338876,0.007119112,0.0009803923,9.7677694e-05,0.006245591,0.0017518033,0.00047501022,0.0028071173,0.0010717784,-0.0019714148,-0.00072102743,-0.00050747994,0.29996747,0.22861455,0.16816817,0.25373116,0.22302991,0.5493927,0.25795722,0.2518843,0.3029405,0.24377461,0.4281628,0.16431236,2840.1274320324396,2809.0132716121675,6223.404635655487,0.11326383296880274
1701,1701_Speedway.mp3,[135.99917763],-97.24394,53.290047,0.5755522,23.16589,12.864223,13.491246,5.532721,9.117282,2.6673453,8.381941,0.08304837,3.7601738,-3.2810776,0.033593155,0.017893257,-0.0030162474,0.00411839,0.0021345848,0.001333968,0.00439638,0.00036017547,0.0001648051,0.0025221934,0.0012832525,-1.1021903e-05,-0.00028342885,0.23183224,0.28261968,0.72389984,0.24866585,0.22257787,0.25597727,0.26533422,0.3143609,0.23129731,0.4012068,0.31330168,0.20028763,3252.3741877209154,2880.5553589438205,6846.88447044238,0.14650223823392708
1141,1141_Melody.mp3,[89.10290948],-174.87267,57.731712,28.075655,23.688303,19.404982,3.5724084,8.533466,-3.5073266,1.9527655,6.380959,-6.042699,2.2205608,-4.044822,0.016263923,0.013969179,-0.0012846555,-0.0011973237,-0.0023840778,0.0021904795,0.00026182228,0.00025868832,-0.00041614973,-0.0005620064,-0.00014564153,-0.00056120404,0.0010684616,0.34256697,0.12237206,0.31308484,0.12969342,0.29827717,0.21025178,0.16581388,0.3974212,0.1623008,0.22062701,0.109522335,0.15963489,2866.413341488148,2990.4541348732123,6556.344059994141,0.09376301502120266
0024,0024_All I See(1).mp3,[129.19921875],-114.968,69.35197,16.663172,16.274376,15.208357,8.225188,2.396736,5.687203,2.0736797,7.1426787,0.18863347,4.3370247,-4.297825,0.16319853,0.046690915,-0.016955925,0.013914961,-0.0002402366,0.004915222,0.0036069227,-0.0008156482,-0.00027447823,-0.002273783,-3.8872735e-05,-0.0021022512,-0.0018360933,0.19390579,0.31373444,0.16468185,0.23500057,0.4152774,0.17509556,0.27864274,0.2006668,0.402964,0.37170637,0.21461558,0.47665262,2893.628610716632,2964.8255886844063,6623.672066420907,0.10982423896606935
1680,1680_Soaring.mp3,[129.19921875],-170.8658,70.39418,32.907063,23.263899,9.036474,8.573807,10.59758,2.2574892,8.042853,9.632414,0.16010797,3.4032145,-1.6012642,0.01631034,-0.009327835,0.0035759115,0.008194457,0.0025959376,0.0010573381,0.0019953742,-0.0023647181,-0.0007726335,-0.0018239381,-0.00011169009,-0.0006683848,-0.00032070398,0.42154732,0.36141315,0.13515574,0.16764936,0.13006315,0.44124806,0.13255411,0.20969611,0.23978801,0.1368275,0.21999063,0.12582561,2554.005825121793,2546.773304385975,5529.913859613054,0.09304795706371191
0761,0761_Firedance.mp3,[89.10290948],-201.24695,85.255684,20.746836,21.864964,18.828331,3.4742892,10.405813,-0.7383703,3.1418886,9.794251,-3.0369935,4.429675,-8.307203,0.013779433,0.0110822,0.0035949626,0.0034070876,0.001100147,0.00283653,0.0017336942,0.0021234013,0.002551144,0.0017079668,0.0038415622,0.0033007907,0.0022274898,0.5502904,0.13564707,0.21020134,0.21590294,0.15288395,0.25371754,0.16008902,0.39833724,0.20879641,0.107863404,0.12880634,0.14794561,2040.2258423559608,2440.7144476828803,4497.194304838256,0.07118778763910263
1887,1887_System Failing.mp3,[89.10290948],-111.16513,60.686283,3.8146088,16.435783,14.236129,14.036985,7.3746023,9.867075,5.0936956,9.587575,2.7037506,8.470741,1.2385546,0.029587813,0.012236295,-0.00035496775,0.000781189,0.001833076,0.0006853582,0.0015915462,0.0021701502,-0.0002663322,-9.3111106e-05,6.888864e-05,0.00041717067,0.00014104715,0.23636904,0.41110864,0.9146904,0.34649125,0.23604114,0.21351744,0.2416118,0.28310254,0.2679648,0.32740164,0.21369965,0.15899532,2802.928749163301,2885.5749638675575,6339.149850398936,0.09032704454787234
0174,0174_Breakdown(8).mp3,[123.046875],-119.9053,83.73219,14.678048,6.929144,8.801022,5.1625867,0.9459256,6.300269,0.57140166,8.98843,0.16942444,2.9594445,-2.740906,0.028473109,-0.0047354344,-0.0042591435,-0.0003185532,-0.0060815727,-0.0004888716,0.0021761905,0.0030414944,0.0015457491,0.0010585586,-0.0036525766,0.00090568245,0.004484203,0.29994243,0.5056838,0.25686425,0.30216074,0.34799984,0.26010996,0.42134294,0.27420413,0.36404967,0.40766776,0.29353264,0.5884202,2522.009325589887,2817.6463788519673,5881.73146467816,0.08521648000790344
